quadgram,quad_count,suffix,obscenity
everything_is_better_with,2,with,FALSE
everything_that_arises_is,2,is,FALSE
everything_to_do_with,2,with,FALSE
everything_will_fall_into,2,into,FALSE
everything_you_need_for,2,for,FALSE
everything_you_need_to,2,to,FALSE
everytime_i_see_a,2,a,FALSE
everywhere_i_go_i,2,i,FALSE
evictions_paternity_divorce_child,2,child,FALSE
exactly_what_i_wanted,2,wanted,FALSE
exaggerating_when_i_say,2,say,FALSE
example_of_how_you,2,you,FALSE
exceeds_any_other_state's,2,state's,FALSE
excited_about_the_new,2,new,FALSE
excited_for_warmer_weather,2,weather,FALSE
excited_to_get_started,2,started,FALSE
excited_to_have_a,2,a,FALSE
excited_to_have_been,2,been,FALSE
excited_to_meet_you,2,you,FALSE
excited_to_see_everyone,2,everyone,FALSE
excited_to_see_it,2,it,FALSE
excited_to_start_a,2,a,FALSE
exciting_opportunity_keep_an,2,an,FALSE
exercise_is_done_against,2,against,FALSE
exhausting_is_when_you,2,you,FALSE
exist_i_would_still,2,still,FALSE
expanded_edition_of_the,2,the,FALSE
expect_it_to_be,2,be,FALSE
expect_to_have_a,2,a,FALSE
expect_to_see_more,2,more,FALSE
expect_to_see_on,2,on,FALSE
expectation_of_privacy_in,2,in,FALSE
expectation_of_the_end,2,end,FALSE
expectation_that_i_would,2,would,FALSE
expected_him_to_be,2,be,FALSE
experience_on_true_blood,2,blood,FALSE
experience_we_are_spiritual,2,spiritual,FALSE
explained_by_physical_science,2,science,FALSE
explains_why_i_could,2,could,FALSE
explore_the_ways_in,2,in,FALSE
express_our_gratitude_we,2,we,FALSE
expression_on_his_face,2,face,FALSE
extended_period_of_time,2,time,FALSE
external_hard_drive_with,2,with,FALSE
extra_ticket_to_the,2,the,FALSE
eye_for_an_eye,2,eye,FALSE
eye_on_the_www.coupondeal.com,2,www.coupondeal.com,FALSE
eye_out_for_this,2,this,FALSE
eyes_are_starting_to,2,to,FALSE
eyes_filled_with_tears,2,tears,FALSE
fabulous_entries_to_our,2,our,FALSE
face_of_the_deep,2,deep,FALSE
face_of_the_earth,2,earth,FALSE
face_to_face_with,2,with,FALSE
facebook_and_twitter_for,2,for,FALSE
facing_away_from_the,2,the,FALSE
facing_off_against_a,2,a,FALSE
fact_it_is_more,2,more,FALSE
fact_it_is_the,2,the,FALSE
fact_remains_that_the,2,the,FALSE
fact_that_he_has,2,has,FALSE
fact_that_i_am,2,am,FALSE
fact_that_i_can't,2,can't,FALSE
fact_that_most_of,2,of,FALSE
fact_that_so_many,2,many,FALSE
fact_that_there_is,2,is,FALSE
fact_that_we_are,2,are,FALSE
fact_that_we_could,2,could,FALSE
fact_that_you_are,2,are,FALSE
fact_that_you_have,2,have,FALSE
fact_there_was_a,2,a,FALSE
fade_style_is_eternal,2,eternal,FALSE
fail_greatly_can_ever,2,ever,FALSE
fail_they_are_new,2,new,FALSE
failure_is_not_fatal,2,fatal,FALSE
failure_to_respond_to,2,to,FALSE
failures_are_people_who,2,who,FALSE
fair_amount_of_time,2,time,FALSE
fair_and_your_ways,2,ways,FALSE
fairytales_are_full_of,2,of,FALSE
faith_is_taking_the,2,the,FALSE
faith_not_by_sight,2,sight,FALSE
fall_asleep_in_class,2,class,FALSE
fall_asleep_on_the,2,the,FALSE
fall_far_from_the,2,the,FALSE
fall_more_and_more,2,more,FALSE
falling_asleep_at_my,2,my,FALSE
falling_but_in_rising,2,rising,FALSE
falling_of_the_rain,2,rain,FALSE
falling_off_a_cliff,2,cliff,FALSE
false_sense_of_security,2,security,FALSE
fam_i'm_going_to,2,to,FALSE
family_and_friends_at,2,at,FALSE
famous_comic_strip_live,2,live,FALSE
fan_it_would_mean,2,mean,FALSE
fan_mail_address_<,2,<,FALSE
fans_ema_because_we,2,we,FALSE
fans_in_the_world,2,world,FALSE
fans_of_the_series,2,series,FALSE
fans_went_crazy_on,2,on,FALSE
far_as_i_could,2,could,FALSE
far_end_of_the,2,the,FALSE
far_from_the_truth,2,truth,FALSE
far_more_likely_to,2,to,FALSE
far_more_than_our,2,our,FALSE
far_more_than_the,2,the,FALSE
far_out_in_the,2,the,FALSE
farthest_reaches_of_the,2,the,FALSE
fashions_fade_style_is,2,is,FALSE
fast_as_you_can,2,can,FALSE
fast_forward_to_the,2,the,FALSE
father's_day_to_all,2,all,FALSE
fault_in_our_stars,2,stars,FALSE
favorite_color_is_red,2,red,FALSE
favorite_day_of_the,2,the,FALSE
favorite_of_mine_i,2,i,FALSE
favorite_places_on_earth,2,earth,FALSE
favorite_restaurant_during_the,2,the,FALSE
favourite_actors_to_work,2,work,FALSE
favourite_time_of_the,2,the,FALSE
fear_of_being_wrong,2,wrong,FALSE
fear_of_failure_bill,2,bill,FALSE
fear_of_the_lord,2,lord,FALSE
featured_in_an_article,2,article,FALSE
fed_the_cat_and,2,and,FALSE
feel_a_little_more,2,more,FALSE
feel_bad_for_my,2,my,FALSE
feel_bad_for_you,2,you,FALSE
feel_better_for_the,2,the,FALSE
feel_free_to_bring,2,bring,FALSE
feel_free_to_check,2,check,FALSE
feel_free_to_contact,2,contact,FALSE
feel_free_to_follow,2,follow,FALSE
feel_free_to_leave,2,leave,FALSE
feel_good_about_myself,2,myself,FALSE
feel_good_at_all,2,all,FALSE
feel_it_in_my,2,my,FALSE
feel_it_is_the,2,the,FALSE
feel_like_a_failure,2,failure,FALSE
feel_like_a_million,2,million,FALSE
feel_like_a_new,2,new,FALSE
feel_like_an_open,2,open,FALSE
feel_like_dealing_with,2,with,FALSE
feel_like_going_on,2,on,FALSE
feel_like_i'm_back,2,back,FALSE
feel_like_i'm_in,2,in,FALSE
feel_like_i've_already,2,already,FALSE
feel_like_i've_been,2,been,FALSE
feel_like_i_can,2,can,FALSE
feel_like_i_could,2,could,FALSE
feel_like_i_just,2,just,FALSE
feel_like_i_live,2,live,FALSE
feel_like_there_is,2,is,FALSE
feel_like_this_is,2,is,FALSE
feel_like_we_have,2,have,FALSE
feel_more_comfortable_working,2,working,FALSE
feel_of_the_place,2,place,FALSE
feel_that_it_is,2,is,FALSE
feel_that_you_have,2,have,FALSE
feel_the_urge_to,2,to,FALSE
feeling_the_effects_of,2,of,FALSE
feelings_the_more_they,2,they,FALSE
feels_like_we_are,2,are,FALSE
fell_into_my_lap,2,lap,FALSE
fell_out_of_the,2,the,FALSE
fell_victim_to_the,2,the,FALSE
felt_good_to_get,2,get,FALSE
felt_like_a_year,2,year,FALSE
felt_the_same_way,2,way,FALSE
fest_can't_wait_to,2,to,FALSE
few_days_i_have,2,have,FALSE
few_days_i_will,2,will,FALSE
few_days_later_we,2,we,FALSE
few_days_that_i,2,i,FALSE
few_different_versions_of,2,of,FALSE
few_good_men_running,2,running,FALSE
few_hours_in_the,2,the,FALSE
few_minutes_and_i,2,i,FALSE
few_minutes_away_from,2,from,FALSE
few_months_ago_that,2,that,FALSE
few_months_back_for,2,for,FALSE
few_months_i_have,2,have,FALSE
few_of_the_things,2,things,FALSE
few_photos_of_my,2,my,FALSE
few_pictures_of_the,2,the,FALSE
few_seconds_to_burn,2,burn,FALSE
few_that_we_can,2,can,FALSE
few_things_to_do,2,do,FALSE
few_times_a_week,2,week,FALSE
few_weeks_ago_and,2,and,FALSE
few_weeks_ago_as,2,as,FALSE
few_weeks_ago_my,2,my,FALSE
few_years_ago_i,2,i,FALSE
few_years_ago_it,2,it,FALSE
few_years_ago_my,2,my,FALSE
few_years_ago_the,2,the,FALSE
few_years_ago_we,2,we,FALSE
few_years_but_there,2,there,FALSE
few_years_later_i,2,i,FALSE
fiddler_on_the_roof,2,roof,FALSE
fight_in_the_morning,2,morning,FALSE
fight_to_the_death,2,death,FALSE
fight_to_the_finish,2,finish,FALSE
fighting_the_good_fight,2,fight,FALSE
figure_it_out_for,2,for,FALSE
figure_out_how_it,2,it,FALSE
figure_out_how_much,2,much,FALSE
figure_out_the_details,2,details,FALSE
figure_out_what_to,2,to,FALSE
figure_out_why_i,2,i,FALSE
figure_out_why_the,2,the,FALSE
figuring_out_where_to,2,to,FALSE
filing_date_for_the,2,the,FALSE
filing_date_of_the,2,the,FALSE
fill_in_the_blanks,2,blanks,FALSE
filled_with_so_much,2,much,FALSE
film_is_based_on,2,on,FALSE
final_battle_on_earth,2,earth,FALSE
final_piece_of_the,2,the,FALSE
finally_be_able_to,2,to,FALSE
finally_catching_up_on,2,on,FALSE
finally_caught_up_with,2,with,FALSE
finally_get_to_go,2,go,FALSE
finally_get_to_see,2,see,FALSE
finally_got_around_to,2,to,FALSE
finally_got_my_hands,2,hands,FALSE
finally_got_to_meet,2,meet,FALSE
finance_startups_co's_that,2,that,FALSE
find_a_better_way,2,way,FALSE
find_a_new_reason,2,reason,FALSE
find_a_place_to,2,to,FALSE
find_a_way_of,2,of,FALSE
find_a_wide_variety,2,variety,FALSE
find_and_connect_with,2,with,FALSE
find_i_need_to,2,to,FALSE
find_it_hard_to,2,to,FALSE
find_it_to_be,2,be,FALSE
find_motivation_to_study,2,study,FALSE
find_myself_wanting_to,2,to,FALSE
find_one_you_like,2,like,FALSE
find_out_how_you,2,you,FALSE
find_out_more_about,2,about,FALSE
find_out_what's_happening,2,happening,FALSE
find_out_what_else,2,else,FALSE
find_out_what_happens,2,happens,FALSE
find_out_what_the,2,the,FALSE
find_out_what_your,2,your,FALSE
find_someone_who_will,2,will,FALSE
find_something_that_is,2,is,FALSE
find_such_a_thing,2,thing,FALSE
find_that_he_has,2,has,FALSE
find_the_words_to,2,to,FALSE
find_themselves_in_a,2,a,FALSE
find_this_to_be,2,be,FALSE
find_yourself_in_the,2,the,FALSE
find_yourself_rooting_for,2,for,FALSE
finding_affordable_health_insurance,2,insurance,FALSE
finds_a_friend_in,2,in,FALSE
finds_a_way_to,2,to,FALSE
finds_himself_thinking_about,2,about,FALSE
finds_it_hard_to,2,to,FALSE
finish_this_is_a,2,a,FALSE
finished_it_off_with,2,with,FALSE
first_and_foremost_an,2,an,FALSE
first_came_to_mind,2,mind,FALSE
first_chapter_of_the,2,the,FALSE
first_cup_of_coffee,2,coffee,FALSE
first_day_of_class,2,class,FALSE
first_day_of_fall,2,fall,FALSE
first_day_of_march,2,march,FALSE
first_day_of_my,2,my,FALSE
first_day_of_winter,2,winter,FALSE
first_follower_+_if,2,if,FALSE
first_half_of_my,2,my,FALSE
first_in_the_series,2,series,FALSE
first_of_all_we,2,we,FALSE
first_of_the_year,2,year,FALSE
first_part_of_my,2,my,FALSE
first_part_of_the,2,the,FALSE
first_person_i_thought,2,thought,FALSE
first_piece_of_advice,2,advice,FALSE
first_quarter_financial_results,2,results,FALSE
first_step_even_when,2,when,FALSE
first_thing_in_the,2,the,FALSE
first_thought_was_to,2,to,FALSE
first_time_at_the,2,the,FALSE
first_time_he_had,2,had,FALSE
first_time_i_ever,2,ever,FALSE
first_time_i_got,2,got,FALSE
first_time_i_tried,2,tried,FALSE
first_time_last_night,2,night,FALSE
first_time_since_i,2,i,FALSE
first_time_this_year,2,year,FALSE
first_time_to_fly,2,fly,FALSE
first_to_apologize_is,2,is,FALSE
first_to_forget_is,2,is,FALSE
first_to_forgive_is,2,is,FALSE
first_week_of_the,2,the,FALSE
five_for_$_2,2,2,FALSE
five_minutes_to_make,2,make,FALSE
flies_when_you_are,2,are,FALSE
flip_your_hair_gets,2,gets,FALSE
floating_around_in_the,2,the,FALSE
flour_baking_powder_and,2,and,FALSE
fly_a_kite_and,2,and,FALSE
focus_more_on_the,2,the,FALSE
focus_your_energy_on,2,on,FALSE
fog_in_the_morning,2,morning,FALSE
fold_in_the_raisins,2,raisins,FALSE
follow_and_get_followed,2,followed,FALSE
follow_back_<_3,2,3,FALSE
follow_back_if_u,2,u,FALSE
follow_back_just_ask,2,ask,FALSE
follow_back_me_is,2,is,FALSE
follow_back_please_i,2,i,FALSE
follow_before_she_commits,2,commits,FALSE
follow_dm_me_i'd,2,i'd,FALSE
follow_follow_follow_follow,2,follow,FALSE
follow_her_she_follows,2,follows,FALSE
follow_hope_all_is,2,is,FALSE
follow_hope_you_are,2,are,FALSE
follow_it's_just_one,2,one,FALSE
follow_looking_forward_to,2,to,FALSE
follow_me_and_i'll,2,i'll,FALSE
follow_me_and_ill,2,ill,FALSE
follow_me_back_=,2,=,FALSE
follow_me_back_i,2,i,FALSE
follow_me_back_if,2,if,FALSE
follow_me_back_it,2,it,FALSE
follow_me_back_it's,2,it's,FALSE
follow_me_because_i,2,i,FALSE
follow_me_but_i,2,i,FALSE
follow_me_cause_i'm,2,i'm,FALSE
follow_me_here_on,2,on,FALSE
follow_me_i'm_on,2,on,FALSE
follow_me_i_hope,2,hope,FALSE
follow_me_i_would,2,would,FALSE
follow_me_on_google,2,google,FALSE
follow_me_on_keek,2,keek,FALSE
follow_me_one_day,2,day,FALSE
follow_me_please_it,2,it,FALSE
follow_my_friend_she,2,she,FALSE
follow_my_new_page,2,page,FALSE
follow_my_new_twitter,2,twitter,FALSE
follow_or_tweet_me,2,me,FALSE
follow_she_is_you,2,you,FALSE
follow_us_<_3,2,3,FALSE
follow_us_for_updates,2,updates,FALSE
follow_your_heart_and,2,and,FALSE
followed_by_a_few,2,few,FALSE
followed_me_<_3,2,3,FALSE
follower_+_if_not,2,not,FALSE
followers_d_thanks_so,2,so,FALSE
followers_thank_you_for,2,for,FALSE
followers_thanks_for_the,2,the,FALSE
followers_thanks_to_all,2,all,FALSE
followers_thanks_to_everyone,2,everyone,FALSE
following_and_thanks_for,2,for,FALSE
following_have_a_great,2,great,FALSE
following_i_look_forward,2,forward,FALSE
following_look_forward_to,2,to,FALSE
following_looking_forward_to,2,to,FALSE
following_us_on_twitter,2,twitter,FALSE
food_and_exercise_diary,2,diary,FALSE
food_in_this_house,2,house,FALSE
food_is_an_important,2,important,FALSE
foolish_duryodhana_of_wicked,2,wicked,FALSE
foot_and_a_half,2,half,FALSE
foot_in_front_of,2,of,FALSE
foot_in_my_mouth,2,mouth,FALSE
football_hall_of_fame,2,fame,FALSE
football_is_never_about,2,about,FALSE
football_season_is_almost,2,almost,FALSE
for_a_$_5,2,5,FALSE
for_a_bit_and,2,and,FALSE
for_a_bit_longer,2,longer,FALSE
for_a_bit_of,2,of,FALSE
for_a_book_or,2,or,FALSE
for_a_brand_new,2,new,FALSE
for_a_certain_amount,2,amount,FALSE
for_a_child_to,2,to,FALSE
for_a_concert_and,2,and,FALSE
for_a_cooking_class,2,class,FALSE
for_a_couple_weeks,2,weeks,FALSE
for_a_day_i,2,i,FALSE
for_a_day_of,2,of,FALSE
for_a_dream_is,2,is,FALSE
for_a_fraction_of,2,of,FALSE
for_a_friend_of,2,of,FALSE
for_a_full_week,2,week,FALSE
for_a_gallon_of,2,of,FALSE
for_a_girl_who's,2,who's,FALSE
for_a_good_time,2,time,FALSE
for_a_great_day,2,day,FALSE
for_a_great_evening,2,evening,FALSE
for_a_great_gift,2,gift,FALSE
for_a_great_pastry,2,pastry,FALSE
for_a_great_show,2,show,FALSE
for_a_half_hour,2,hour,FALSE
for_a_last_minute,2,minute,FALSE
for_a_long_night,2,night,FALSE
for_a_longer_period,2,period,FALSE
for_a_lovely_evening,2,evening,FALSE
for_a_man_so,2,so,FALSE
for_a_man_who,2,who,FALSE
for_a_maximum_of,2,of,FALSE
for_a_member_of,2,of,FALSE
for_a_moment_i,2,i,FALSE
for_a_moment_that,2,that,FALSE
for_a_nano_second,2,second,FALSE
for_a_new_place,2,place,FALSE
for_a_pair_of,2,of,FALSE
for_a_position_in,2,in,FALSE
for_a_private_event,2,event,FALSE
for_a_reason_don't,2,don't,FALSE
for_a_run_and,2,and,FALSE
for_a_run_i,2,i,FALSE
for_a_second_and,2,and,FALSE
for_a_second_round,2,round,FALSE
for_a_set_of,2,of,FALSE
for_a_shorty_award,2,award,FALSE
for_a_slice_of,2,of,FALSE
for_a_total_of,2,of,FALSE
for_a_tour_of,2,of,FALSE
for_a_very_very,2,very,FALSE
for_a_walk_in,2,in,FALSE
for_a_way_to,2,to,FALSE
for_a_week_to,2,to,FALSE
for_a_while_before,2,before,FALSE
for_a_while_or,2,or,FALSE
for_a_while_since,2,since,FALSE
for_a_while_that,2,that,FALSE
for_a_while_there,2,there,FALSE
for_a_while_this,2,this,FALSE
for_a_while_we,2,we,FALSE
for_a_whole_week,2,week,FALSE
for_a_world_without,2,without,FALSE
for_a_year_and,2,and,FALSE
for_a_year_it,2,it,FALSE
for_a_year_now,2,now,FALSE
for_about_seven_years,2,years,FALSE
for_all_intents_and,2,and,FALSE
for_all_of_its,2,its,FALSE
for_all_the_children,2,children,FALSE
for_all_the_details,2,details,FALSE
for_all_the_help,2,help,FALSE
for_all_the_rts,2,rts,FALSE
for_all_the_support,2,support,FALSE
for_all_to_see,2,see,FALSE
for_all_types_of,2,of,FALSE
for_allowing_me_to,2,to,FALSE
for_almost_two_years,2,years,FALSE
for_an_entire_week,2,week,FALSE
for_an_extended_period,2,period,FALSE
for_an_hour_to,2,to,FALSE
for_another_season_thank,2,thank,FALSE
for_any_kind_of,2,of,FALSE
for_anyone_looking_for,2,for,FALSE
for_as_much_as,2,as,FALSE
for_asking_how_are,2,are,FALSE
for_at_least_another,2,another,FALSE
for_at_least_the,2,the,FALSE
for_at_least_two,2,two,FALSE
for_being_a_great,2,great,FALSE
for_being_apart_of,2,of,FALSE
for_being_interested_in,2,in,FALSE
for_being_part_of,2,of,FALSE
for_being_so_patient,2,patient,FALSE
for_being_such_a,2,a,FALSE
for_better_understanding_and,2,and,FALSE
for_both_of_them,2,them,FALSE
for_breach_of_contract,2,contract,FALSE
for_breakfast_lunch_dinner,2,dinner,FALSE
for_bullying_kesha_they,2,they,FALSE
for_checking_it_out,2,out,FALSE
for_checking_us_out,2,out,FALSE
for_clarifying_that_i,2,i,FALSE
for_coming_and_supporting,2,supporting,FALSE
for_coming_to_see,2,see,FALSE
for_comment_on_the,2,the,FALSE
for_connecting_with_us,2,us,FALSE
for_crying_out_loud,2,loud,FALSE
for_dinner_food_is,2,is,FALSE
for_dinner_that_night,2,night,FALSE
for_each_and_every,2,every,FALSE
for_each_of_them,2,them,FALSE
for_each_other_this,2,this,FALSE
for_everyone_but_i,2,i,FALSE
for_example_i_would,2,would,FALSE
for_example_there_was,2,was,FALSE
for_following_have_a,2,a,FALSE
for_following_i_look,2,look,FALSE
for_following_look_forward,2,forward,FALSE
for_following_looking_forward,2,forward,FALSE
for_following_my_twitter,2,twitter,FALSE
for_following_us_on,2,on,FALSE
for_four_years_and,2,and,FALSE
for_free_and_fair,2,fair,FALSE
for_friends_and_family,2,family,FALSE
for_gonorrhea_according_to,2,to,FALSE
for_guys_who_have,2,have,FALSE
for_hanging_up_on,2,on,FALSE
for_happy_hour_today,2,today,FALSE
for_having_us_on,2,on,FALSE
for_helping_spread_the,2,the,FALSE
for_helping_us_spread,2,spread,FALSE
for_her_all_the,2,the,FALSE
for_high_school_and,2,and,FALSE
for_him_in_a,2,a,FALSE
for_him_in_the,2,the,FALSE
for_him_it’s_a,2,a,FALSE
for_him_to_deal,2,deal,FALSE
for_him_to_go,2,go,FALSE
for_him_to_have,2,have,FALSE
for_him_to_just,2,just,FALSE
for_his_compassions_never,2,never,FALSE
for_his_or_her,2,her,FALSE
for_hundreds_of_millions,2,millions,FALSE
for_i_am_a,2,a,FALSE
for_i_am_the,2,the,FALSE
for_in_fact_i,2,i,FALSE
for_info_on_the,2,the,FALSE
for_instance_in_the,2,the,FALSE
for_it_because_i,2,i,FALSE
for_it_but_i,2,i,FALSE
for_it_but_it,2,it,FALSE
for_it_i_didn't,2,didn't,FALSE
for_it_i_was,2,was,FALSE
for_it_to_load,2,load,FALSE
for_it_was_not,2,not,FALSE
for_itself_sufficient_for,2,for,FALSE
for_just_$_10,2,10,FALSE
for_just_a_couple,2,couple,FALSE
for_just_a_minute,2,minute,FALSE
for_keeping_me_in,2,in,FALSE
for_la_la_land,2,land,FALSE
for_lack_of_trying,2,trying,FALSE
for_letting_us_know,2,know,FALSE
for_lost_time_i,2,i,FALSE
for_making_it_so,2,so,FALSE
for_making_me_feel,2,feel,FALSE
for_many_in_the,2,the,FALSE
for_many_of_the,2,the,FALSE
for_many_years_and,2,and,FALSE
for_many_years_now,2,now,FALSE
for_me_and_the,2,the,FALSE
for_me_as_well,2,well,FALSE
for_me_but_i,2,i,FALSE
for_me_but_to,2,to,FALSE
for_me_getting_the,2,the,FALSE
for_me_i_have,2,have,FALSE
for_me_i_love,2,love,FALSE
for_me_i_really,2,really,FALSE
for_me_i_spent,2,spent,FALSE
for_me_i_still,2,still,FALSE
for_me_i_think,2,think,FALSE
for_me_i_was,2,was,FALSE
for_me_it's_a,2,a,FALSE
for_me_it's_not,2,not,FALSE
for_me_it’s_a,2,a,FALSE
for_me_not_to,2,to,FALSE
for_me_on_the,2,the,FALSE
for_me_that_i,2,i,FALSE
for_me_this_is,2,is,FALSE
for_me_this_was,2,was,FALSE
for_me_this_week,2,week,FALSE
for_me_to_choose,2,choose,FALSE
for_me_to_do,2,do,FALSE
for_me_to_eat,2,eat,FALSE
for_me_to_even,2,even,FALSE
for_me_to_feel,2,feel,FALSE
for_me_to_have,2,have,FALSE
for_me_to_help,2,help,FALSE
for_me_to_keep,2,keep,FALSE
for_me_to_lay,2,lay,FALSE
for_me_to_let,2,let,FALSE
for_me_to_see,2,see,FALSE
for_me_to_start,2,start,FALSE
for_me_to_talk,2,talk,FALSE
for_me_to_think,2,think,FALSE
for_me_to_turn,2,turn,FALSE
for_me_to_write,2,write,FALSE
for_me_which_was,2,was,FALSE
for_more_info_visit,2,visit,FALSE
for_more_information_on,2,on,FALSE
for_more_of_a,2,a,FALSE
for_most_of_my,2,my,FALSE
for_most_of_these,2,these,FALSE
for_my_birthday_and,2,and,FALSE
for_my_card_i,2,i,FALSE
for_my_fantasy_team,2,team,FALSE
for_my_first_time,2,time,FALSE
for_my_friend_and,2,and,FALSE
for_my_house_which,2,which,FALSE
for_my_husband_to,2,to,FALSE
for_my_new_job,2,job,FALSE
for_my_own_good,2,good,FALSE
for_my_trip_to,2,to,FALSE
for_my_twitter_friends,2,friends,FALSE
for_my_wife_and,2,and,FALSE
for_nationals_in_the,2,the,FALSE
for_nearly_two_years,2,years,FALSE
for_new_year's_eve,2,eve,FALSE
for_next_week_but,2,but,FALSE
for_not_being_able,2,able,FALSE
for_not_giving_in,2,in,FALSE
for_not_letting_me,2,me,FALSE
for_not_only_me,2,me,FALSE
for_now_i'm_just,2,just,FALSE
for_once_i'm_in,2,in,FALSE
for_once_i_am,2,am,FALSE
for_one_day_and,2,and,FALSE
for_one_thing_they,2,they,FALSE
for_only_$_14,2,14,FALSE
for_only_$_6,2,6,FALSE
for_our_energy_needs,2,needs,FALSE
for_our_grand_opening,2,opening,FALSE
for_our_transgressions_he,2,he,FALSE
for_people_to_get,2,get,FALSE
for_people_to_live,2,live,FALSE
for_people_who_are,2,are,FALSE
for_people_who_want,2,want,FALSE
for_people_who_work,2,work,FALSE
for_picking_up_the,2,the,FALSE
for_pub_quiz_tonight,2,tonight,FALSE
for_putting_me_in,2,in,FALSE
for_sale_in_italy,2,italy,FALSE
for_sale_in_the,2,the,FALSE
for_sending_it_my,2,my,FALSE
for_sending_me_the,2,the,FALSE
for_several_weeks_but,2,but,FALSE
for_several_years_i,2,i,FALSE
for_sharing_about_our,2,our,FALSE
for_showing_me_how,2,how,FALSE
for_so_long_i,2,i,FALSE
for_so_long_it's,2,it's,FALSE
for_so_long_my,2,my,FALSE
for_so_long_that,2,that,FALSE
for_some_odd_reason,2,reason,FALSE
for_some_of_these,2,these,FALSE
for_some_of_us,2,us,FALSE
for_some_unknown_reason,2,reason,FALSE
for_someone_to_blame,2,blame,FALSE
for_someone_to_pass,2,pass,FALSE
for_someone_who_can,2,can,FALSE
for_something_other_than,2,than,FALSE
for_success_should_be,2,be,FALSE
for_such_a_great,2,great,FALSE
for_sure_is_that,2,that,FALSE
for_sure_that_i,2,i,FALSE
for_taking_a_peek,2,peek,FALSE
for_taking_time_to,2,to,FALSE
for_telling_me_i,2,i,FALSE
for_that_i_am,2,am,FALSE
for_that_is_that,2,that,FALSE
for_that_matter_it,2,it,FALSE
for_that_very_reason,2,reason,FALSE
for_the_act_of,2,of,FALSE
for_the_bday_wishes,2,wishes,FALSE
for_the_blog_post,2,post,FALSE
for_the_buyer_reviews,2,reviews,FALSE
for_the_child_to,2,to,FALSE
for_the_children_of,2,of,FALSE
for_the_comment_on,2,on,FALSE
for_the_court_to,2,to,FALSE
for_the_day_if,2,if,FALSE
for_the_day_is,2,is,FALSE
for_the_day_that,2,that,FALSE
for_the_day_when,2,when,FALSE
for_the_delay_we,2,we,FALSE
for_the_destruction_of,2,of,FALSE
for_the_development_of,2,of,FALSE
for_the_economy_but,2,but,FALSE
for_the_enlightenment_of,2,of,FALSE
for_the_favorite_and,2,and,FALSE
for_the_feedback_and,2,and,FALSE
for_the_feelings_of,2,of,FALSE
for_the_first_half,2,half,FALSE
for_the_first_seven,2,seven,FALSE
for_the_follow_always,2,always,FALSE
for_the_follow_check,2,check,FALSE
for_the_follow_d,2,d,FALSE
for_the_follow_friday,2,friday,FALSE
for_the_follow_glad,2,glad,FALSE
for_the_follow_happy,2,happy,FALSE
for_the_follow_i'm,2,i'm,FALSE
for_the_follow_look,2,look,FALSE
for_the_follow_looking,2,looking,FALSE
for_the_follow_talk,2,talk,FALSE
for_the_follow_would,2,would,FALSE
for_the_food_to,2,to,FALSE
for_the_fucking_radio,2,radio,FALSE
for_the_game_and,2,and,FALSE
for_the_good_stuff,2,stuff,FALSE
for_the_government_to,2,to,FALSE
for_the_hell_of,2,of,FALSE
for_the_home_that,2,that,FALSE
for_the_info_i,2,i,FALSE
for_the_interests_of,2,of,FALSE
for_the_las_vegas,2,vegas,FALSE
for_the_last_day,2,day,FALSE
for_the_last_few,2,few,FALSE
for_the_last_two,2,two,FALSE
for_the_launch_of,2,of,FALSE
for_the_legalization_of,2,of,FALSE
for_the_listen_and,2,and,FALSE
for_the_lord_will,2,will,FALSE
for_the_loss_of,2,of,FALSE
for_the_love_and,2,and,FALSE
for_the_mention_have,2,have,FALSE
for_the_mention_hope,2,hope,FALSE
for_the_millionth_time,2,time,FALSE
for_the_music_industry,2,industry,FALSE
for_the_new_york,2,york,FALSE
for_the_next_couple,2,couple,FALSE
for_the_next_four,2,four,FALSE
for_the_next_game,2,game,FALSE
for_the_next_hour,2,hour,FALSE
for_the_next_month,2,month,FALSE
for_the_next_several,2,several,FALSE
for_the_next_ten,2,ten,FALSE
for_the_next_year,2,year,FALSE
for_the_night_and,2,and,FALSE
for_the_night_i,2,i,FALSE
for_the_one_i,2,i,FALSE
for_the_ones_who,2,who,FALSE
for_the_ones_you,2,you,FALSE
for_the_outpouring_of,2,of,FALSE
for_the_pacers_to,2,to,FALSE
for_the_past_couple,2,couple,FALSE
for_the_past_five,2,five,FALSE
for_the_people_and,2,and,FALSE
for_the_perfect_moment,2,moment,FALSE
for_the_person_that,2,that,FALSE
for_the_person_who,2,who,FALSE
for_the_possibility_that,2,that,FALSE
for_the_price_i,2,i,FALSE
for_the_price_of,2,of,FALSE
for_the_privilege_of,2,of,FALSE
for_the_promotion_of,2,of,FALSE
for_the_record_i,2,i,FALSE
for_the_record_the,2,the,FALSE
for_the_record_we,2,we,FALSE
for_the_retweet_mark,2,mark,FALSE
for_the_right_time,2,time,FALSE
for_the_rt_d,2,d,FALSE
for_the_rt_have,2,have,FALSE
for_the_rt_hope,2,hope,FALSE
for_the_rt_how,2,how,FALSE
for_the_rt_let's,2,let's,FALSE
for_the_rt_on,2,on,FALSE
for_the_rt_she's,2,she's,FALSE
for_the_rt_that,2,that,FALSE
for_the_rt_we're,2,we're,FALSE
for_the_rts_and,2,and,FALSE
for_the_rule_of,2,of,FALSE
