unigram,uni_count,obscenity
organs,7,FALSE
originality,7,FALSE
ornament,7,FALSE
ornaments,7,FALSE
outsourcing,7,FALSE
ova,7,FALSE
overlap,7,FALSE
overlook,7,FALSE
overpriced,7,FALSE
overrated,7,FALSE
overthrow,7,FALSE
ow,7,FALSE
owed,7,FALSE
owls,7,FALSE
oy,7,FALSE
ozzy,7,FALSE
packaged,7,FALSE
packer,7,FALSE
packets,7,FALSE
paige,7,FALSE
paleo,7,FALSE
papertrey,7,FALSE
parental,7,FALSE
parody,7,FALSE
parsons,7,FALSE
party's,7,FALSE
pastels,7,FALSE
pastime,7,FALSE
patches,7,FALSE
pathways,7,FALSE
paul's,7,FALSE
payoff,7,FALSE
paypal,7,FALSE
pbr,7,FALSE
peabody,7,FALSE
peaches,7,FALSE
peaked,7,FALSE
pecan,7,FALSE
pedro,7,FALSE
penetrate,7,FALSE
perk,7,FALSE
perpetual,7,FALSE
perry's,7,FALSE
perseverance,7,FALSE
pertaining,7,FALSE
peruse,7,FALSE
phenom,7,FALSE
philippe,7,FALSE
pico,7,FALSE
pieced,7,FALSE
pierced,7,FALSE
pilates,7,FALSE
piled,7,FALSE
pilgrim,7,FALSE
pisses,7,FALSE
pix,7,FALSE
pixar,7,FALSE
pixie,7,FALSE
plaque,7,FALSE
plateau,7,FALSE
playhouse,7,FALSE
pleas,7,FALSE
plentiful,7,FALSE
plow,7,FALSE
plump,7,FALSE
plunge,7,FALSE
pointy,7,FALSE
poisoning,7,FALSE
poisonous,7,FALSE
poles,7,FALSE
policeman,7,FALSE
pondered,7,FALSE
ponytail,7,FALSE
pooh,7,FALSE
pooping,7,FALSE
portrayal,7,FALSE
portuguese,7,FALSE
positioning,7,FALSE
potus,7,FALSE
pounding,7,FALSE
powdered,7,FALSE
powell,7,FALSE
prada,7,FALSE
praising,7,FALSE
predators,7,FALSE
preface,7,FALSE
prepping,7,FALSE
presently,7,FALSE
pressured,7,FALSE
priests,7,FALSE
privately,7,FALSE
privileges,7,FALSE
probability,7,FALSE
procedural,7,FALSE
programmers,7,FALSE
prohibited,7,FALSE
projections,7,FALSE
promoter,7,FALSE
prone,7,FALSE
propel,7,FALSE
propose,7,FALSE
prostitute,7,FALSE
protestors,7,FALSE
provincial,7,FALSE
provisional,7,FALSE
psa,7,FALSE
psychedelic,7,FALSE
psychiatric,7,FALSE
pumpkins,7,FALSE
punished,7,FALSE
punks,7,FALSE
puzzles,7,FALSE
quarterfinals,7,FALSE
quebec,7,FALSE
queries,7,FALSE
quilts,7,FALSE
quizzes,7,FALSE
quota,7,FALSE
rabbis,7,FALSE
raced,7,FALSE
racists,7,FALSE
racked,7,FALSE
racks,7,FALSE
radiant,7,FALSE
radicals,7,FALSE
raid,7,FALSE
raiders,7,FALSE
rails,7,FALSE
rancho,7,FALSE
random.org,7,FALSE
ranger,7,FALSE
ranges,7,FALSE
ranting,7,FALSE
raucous,7,FALSE
realising,7,FALSE
reassuring,7,FALSE
rebuilt,7,FALSE
recharge,7,FALSE
recipient,7,FALSE
reconsider,7,FALSE
recorder,7,FALSE
recruits,7,FALSE
rectangle,7,FALSE
redevelopment,7,FALSE
redskins,7,FALSE
reduces,7,FALSE
referral,7,FALSE
reflections,7,FALSE
refrain,7,FALSE
refund,7,FALSE
refunds,7,FALSE
refusal,7,FALSE
regain,7,FALSE
regal,7,FALSE
reggie,7,FALSE
registry,7,FALSE
regulators,7,FALSE
reinforce,7,FALSE
reitz,7,FALSE
rejecting,7,FALSE
repaired,7,FALSE
repeal,7,FALSE
repeats,7,FALSE
repentance,7,FALSE
reppin,7,FALSE
repression,7,FALSE
reproduction,7,FALSE
requisite,7,FALSE
researcher,7,FALSE
resentment,7,FALSE
reset,7,FALSE
resisting,7,FALSE
restrict,7,FALSE
restricted,7,FALSE
restriction,7,FALSE
restructuring,7,FALSE
rethink,7,FALSE
reunite,7,FALSE
reuse,7,FALSE
reversal,7,FALSE
reyes,7,FALSE
riff,7,FALSE
rightfully,7,FALSE
ringer,7,FALSE
ringtone,7,FALSE
rink,7,FALSE
ripple,7,FALSE
roaring,7,FALSE
robbers,7,FALSE
robots,7,FALSE
rollercoaster,7,FALSE
rollin,7,FALSE
rom,7,FALSE
romeo,7,FALSE
rookies,7,FALSE
ropes,7,FALSE
rory,7,FALSE
rosa,7,FALSE
rosen,7,FALSE
rumours,7,FALSE
runny,7,FALSE
rupert,7,FALSE
rust,7,FALSE
sabrina,7,FALSE
sacrificing,7,FALSE
sag,7,FALSE
sailing,7,FALSE
sailor,7,FALSE
sal,7,FALSE
salesman,7,FALSE
sally,7,FALSE
same-sex,7,FALSE
samurai,7,FALSE
sands,7,FALSE
sarkozy,7,FALSE
sash,7,FALSE
saul,7,FALSE
sauteed,7,FALSE
savannah,7,FALSE
scandalous,7,FALSE
scans,7,FALSE
scenery,7,FALSE
schooled,7,FALSE
schooling,7,FALSE
scones,7,FALSE
scotty,7,FALSE
seahawks,7,FALSE
seam,7,FALSE
seared,7,FALSE
seas,7,FALSE
seasoning,7,FALSE
secular,7,FALSE
securing,7,FALSE
seeming,7,FALSE
self-esteem,7,FALSE
sensei,7,FALSE
sensing,7,FALSE
separates,7,FALSE
sequences,7,FALSE
set-up,7,FALSE
sgt,7,FALSE
shameful,7,FALSE
shampoo,7,FALSE
sheltered,7,FALSE
shepherd,7,FALSE
sherry,7,FALSE
sherwood,7,FALSE
shin,7,FALSE
shortcuts,7,FALSE
shouts,7,FALSE
shuffled,7,FALSE
signals,7,FALSE
signings,7,FALSE
sill,7,FALSE
sinful,7,FALSE
sinks,7,FALSE
sips,7,FALSE
sketchy,7,FALSE
skewer,7,FALSE
slaw,7,FALSE
slayer,7,FALSE
slaying,7,FALSE
sled,7,FALSE
sloppy,7,FALSE
slows,7,FALSE
smear,7,FALSE
smiley,7,FALSE
snatch,7,TRUE
snowstorm,7,FALSE
sobriety,7,FALSE
songwriting,7,FALSE
sorely,7,FALSE
sorrows,7,FALSE
sourdough,7,FALSE
souvenir,7,FALSE
sovereign,7,FALSE
spacecraft,7,FALSE
spartan,7,FALSE
spear,7,FALSE
specialists,7,FALSE
spills,7,FALSE
splashing,7,FALSE
spokesperson,7,FALSE
sponsoring,7,FALSE
sprinkles,7,FALSE
spur,7,FALSE
srry,7,FALSE
stacy,7,FALSE
staffing,7,FALSE
staggering,7,FALSE
staging,7,FALSE
standardized,7,FALSE
stares,7,FALSE
starvation,7,FALSE
steadfast,7,FALSE
steward,7,FALSE
stimulating,7,FALSE
strait,7,FALSE
strap,7,FALSE
strengthened,7,FALSE
stresses,7,FALSE
strife,7,FALSE
strung,7,FALSE
subsidy,7,FALSE
substantially,7,FALSE
subtitles,7,FALSE
sugary,7,FALSE
summertime,7,FALSE
sundance,7,FALSE
superficial,7,FALSE
superfluous,7,FALSE
supervisors,7,FALSE
surgeon,7,FALSE
surplus,7,FALSE
sux,7,FALSE
swagg,7,FALSE
sway,7,FALSE
swearing,7,FALSE
sweets,7,FALSE
swine,7,FALSE
swings,7,FALSE
switches,7,FALSE
swords,7,FALSE
tackled,7,FALSE
taiwan,7,FALSE
tattered,7,FALSE
taunting,7,FALSE
tbs,7,FALSE
tcu,7,FALSE
teaming,7,FALSE
teammate,7,FALSE
tentative,7,FALSE
tentatively,7,FALSE
testosterone,7,FALSE
textbooks,7,FALSE
that’ll,7,FALSE
theatres,7,FALSE
theo,7,FALSE
thereby,7,FALSE
thicker,7,FALSE
thomson,7,FALSE
thought-provoking,7,FALSE
throwback,7,FALSE
thyme,7,FALSE
timer,7,FALSE
timers,7,FALSE
tits,7,TRUE
tobacco,7,FALSE
toffee,7,FALSE
toledo,7,FALSE
toned,7,FALSE
toni,7,FALSE
tonights,7,FALSE
tonight’s,7,FALSE
toothpick,7,FALSE
tories,7,FALSE
tortillas,7,FALSE
tow,7,FALSE
township,7,FALSE
trademark,7,FALSE
traders,7,FALSE
trafficking,7,FALSE
trailers,7,FALSE
tram,7,FALSE
transitions,7,FALSE
translating,7,FALSE
treaty,7,FALSE
trembling,7,FALSE
trey,7,FALSE
tribes,7,FALSE
tricia,7,FALSE
trinity,7,FALSE
trivial,7,FALSE
trolley,7,FALSE
trumpet,7,FALSE
trunks,7,FALSE
tumbling,7,FALSE
tupac,7,FALSE
turnover,7,FALSE
tutorials,7,FALSE
twas,7,FALSE
twentieth,7,FALSE
twenty-five,7,FALSE
ughh,7,FALSE
uhh,7,FALSE
ukrainian,7,FALSE
unaffected,7,FALSE
unattractive,7,FALSE
unbiased,7,FALSE
unconscious,7,FALSE
undeniable,7,FALSE
understandable,7,FALSE
undertaking,7,FALSE
undesirable,7,FALSE
unfamiliar,7,FALSE
unfounded,7,FALSE
unicorns,7,FALSE
uninterrupted,7,FALSE
unmistakable,7,FALSE
unofficial,7,FALSE
unpopular,7,FALSE
unsuccessful,7,FALSE
unveiled,7,FALSE
upsets,7,FALSE
upsetting,7,FALSE
urges,7,FALSE
uterus,7,FALSE
utilized,7,FALSE
utilizing,7,FALSE
vaccines,7,FALSE
variable,7,FALSE
variations,7,FALSE
vaudeville,7,FALSE
vending,7,FALSE
ventura,7,FALSE
ventured,7,FALSE
verbs,7,FALSE
verdict,7,FALSE
vernon,7,FALSE
villa,7,FALSE
violations,7,FALSE
violently,7,FALSE
virgins,7,FALSE
vividly,7,FALSE
vt,7,FALSE
waiters,7,FALSE
waitin,7,FALSE
wales,7,FALSE
warp,7,FALSE
watchers,7,FALSE
watered,7,FALSE
waterproof,7,FALSE
wb,7,FALSE
weaker,7,FALSE
weakest,7,FALSE
weds,7,FALSE
weiner,7,FALSE
welp,7,FALSE
westminster,7,FALSE
whereby,7,FALSE
whiff,7,FALSE
whipping,7,FALSE
whirlwind,7,FALSE
who'd,7,FALSE
wholesale,7,FALSE
willy,7,FALSE
win-win,7,FALSE
windmills,7,FALSE
windsor,7,FALSE
winery,7,FALSE
winfrey,7,FALSE
wired,7,FALSE
witches,7,FALSE
withdrew,7,FALSE
woodland,7,FALSE
wort,7,FALSE
would’ve,7,FALSE
wrecking,7,FALSE
wrought,7,FALSE
wu,7,FALSE
wwe,7,FALSE
wwii,7,FALSE
xavier,7,FALSE
year-old,7,FALSE
yesterdays,7,FALSE
yorkshire,7,FALSE
you's,7,FALSE
youll,7,FALSE
youve,7,FALSE
yves,7,FALSE
zipper,7,FALSE
zuckerberg,7,FALSE
zumba,7,FALSE
¢,7,FALSE
×,7,FALSE
★,7,FALSE
👏,7,FALSE
😱,7,FALSE
000,6,FALSE
1.50,6,FALSE
10.00,6,FALSE
102,6,FALSE
104,6,FALSE
106,6,FALSE
112,6,FALSE
119,6,FALSE
1200,6,FALSE
123,6,FALSE
1300,6,FALSE
133,6,FALSE
"15,000",6,FALSE
154,6,FALSE
170,6,FALSE
1920s,6,FALSE
1925,6,FALSE
1929,6,FALSE
1942,6,FALSE
1945,6,FALSE
1952,6,FALSE
2-0,6,FALSE
2016,6,FALSE
270,6,FALSE
2x,6,FALSE
3-6,6,FALSE
3.1,6,FALSE
320,6,FALSE
325,6,FALSE
33333,6,FALSE
3k,6,FALSE
4-3,6,FALSE
420,6,FALSE
6-0,6,FALSE
650,6,FALSE
7-11,6,FALSE
_______,6,FALSE
abandonment,6,FALSE
abbot,6,FALSE
abdul,6,FALSE
abruptly,6,FALSE
absorbing,6,FALSE
abstinence,6,FALSE
abu,6,FALSE
accelerate,6,FALSE
accompanies,6,FALSE
aches,6,FALSE
acidic,6,FALSE
acids,6,FALSE
acknowledges,6,FALSE
actuality,6,FALSE
acupuncture,6,FALSE
adam’s,6,FALSE
adept,6,FALSE
adjective,6,FALSE
adversary,6,FALSE
advertisers,6,FALSE
advocating,6,FALSE
affectionate,6,FALSE
affiliates,6,FALSE
affiliation,6,FALSE
afforded,6,FALSE
africans,6,FALSE
africa’s,6,FALSE
afterall,6,FALSE
agendas,6,FALSE
aggression,6,FALSE
aggressively,6,FALSE
agreeable,6,FALSE
aiden,6,FALSE
alerts,6,FALSE
algorithms,6,FALSE
align,6,FALSE
alleviate,6,FALSE
aloha,6,FALSE
alrighty,6,FALSE
altar,6,FALSE
alternating,6,FALSE
altitude,6,FALSE
amazes,6,FALSE
amazon.co.uk,6,FALSE
amazon.de,6,FALSE
amazon.es,6,FALSE
amazon.fr,6,FALSE
amazon.it,6,FALSE
amish,6,FALSE
ammunition,6,FALSE
ample,6,FALSE
anal,6,TRUE
ancestry,6,FALSE
anecdotes,6,FALSE
angelo,6,FALSE
angie,6,FALSE
antenna,6,FALSE
anthro,6,FALSE
anti-gay,6,FALSE
antioxidants,6,FALSE
antithesis,6,FALSE
anzac,6,FALSE
ao,6,FALSE
aperture,6,FALSE
apostle,6,FALSE
apparatus,6,FALSE
appetite,6,FALSE
applaud,6,FALSE
applesauce,6,FALSE
applicant,6,FALSE
appropriately,6,FALSE
apr,6,FALSE
apricot,6,FALSE
apron,6,FALSE
ar,6,FALSE
architects,6,FALSE
arenas,6,FALSE
arranging,6,FALSE
artest,6,FALSE
artichoke,6,FALSE
ascension,6,FALSE
assemblyman,6,FALSE
assholes,6,FALSE
assistants,6,FALSE
associations,6,FALSE
assortment,6,FALSE
astounded,6,FALSE
atheism,6,FALSE
atkins,6,FALSE
ats,6,FALSE
attaining,6,FALSE
attribute,6,FALSE
auditors,6,FALSE
auntie,6,FALSE
aurora,6,FALSE
auschwitz,6,FALSE
autocorrect,6,FALSE
automobiles,6,FALSE
autonomy,6,FALSE
averages,6,FALSE
averaging,6,FALSE
avg,6,FALSE
await,6,FALSE
awry,6,FALSE
ayn,6,FALSE
babble,6,FALSE
babbling,6,FALSE
baby's,6,FALSE
backlash,6,FALSE
backward,6,FALSE
badges,6,FALSE
balboa,6,FALSE
ballad,6,FALSE
balloons,6,FALSE
bama,6,FALSE
bangers,6,FALSE
banging,6,FALSE
bankrupt,6,FALSE
baptism,6,FALSE
barkley,6,FALSE
bathtub,6,FALSE
battlefield,6,FALSE
battleship,6,FALSE
baxter,6,FALSE
beak,6,FALSE
bearer,6,FALSE
beauties,6,FALSE
bec,6,FALSE
beck,6,FALSE
beckett,6,FALSE
beckham,6,FALSE
beet,6,FALSE
behavioral,6,FALSE
bein,6,FALSE
bellevue,6,FALSE
bellies,6,FALSE
belts,6,FALSE
ben's,6,FALSE
benches,6,FALSE
bergen,6,FALSE
bess,6,FALSE
bethany,6,FALSE
bids,6,FALSE
bigfoot,6,FALSE
billie,6,FALSE
billionaire,6,FALSE
binary,6,FALSE
bipartisan,6,FALSE
birdie,6,FALSE
bitchy,6,FALSE
blackboard,6,FALSE
blanche,6,FALSE
blasphemy,6,FALSE
bleak,6,FALSE
blech,6,FALSE
blinded,6,FALSE
blinked,6,FALSE
blisters,6,FALSE
blockbuster,6,FALSE
bluebird,6,FALSE
blushing,6,FALSE
bodice,6,FALSE
bog,6,FALSE
bogo,6,FALSE
bogus,6,FALSE
boiler,6,FALSE
boldly,6,FALSE
boneless,6,FALSE
bookstores,6,FALSE
boon,6,FALSE
boone,6,FALSE
boozer,6,FALSE
borrowing,6,FALSE
bounced,6,FALSE
boyfriend's,6,FALSE
brace,6,FALSE
bradford,6,FALSE
brah,6,FALSE
brat,6,FALSE
braves,6,FALSE
breathless,6,FALSE
bribe,6,FALSE
bridget,6,FALSE
brit,6,FALSE
britain's,6,FALSE
broadly,6,FALSE
brushes,6,FALSE
brussels,6,FALSE
bt,6,FALSE
bucs,6,FALSE
buddha,6,FALSE
buddy's,6,FALSE
budgeting,6,FALSE
buffett,6,FALSE
bullied,6,FALSE
bullpen,6,FALSE
bumpin,6,FALSE
bundt,6,FALSE
bureaucrats,6,FALSE
burglary,6,FALSE
burka,6,FALSE
burroughs,6,FALSE
busting,6,FALSE
buttercream,6,FALSE
buttery,6,FALSE
cabaret,6,FALSE
cables,6,FALSE
calmness,6,FALSE
calves,6,FALSE
camel,6,FALSE
canada's,6,FALSE
canopy,6,FALSE
canucks,6,FALSE
cappers,6,FALSE
capturing,6,FALSE
cardamom,6,FALSE
carlyle,6,FALSE
carnal,6,FALSE
carriers,6,FALSE
carson,6,FALSE
casinos,6,FALSE
cask,6,FALSE
casserole,6,FALSE
castro,6,FALSE
casualty,6,FALSE
catalogue,6,FALSE
catholicism,6,FALSE
cavaliers,6,FALSE
cbi,6,FALSE
ceilings,6,FALSE
ces,6,FALSE
chakra,6,FALSE
chamberlain,6,FALSE
chamomile,6,FALSE
chandler,6,FALSE
chapman,6,FALSE
characterised,6,FALSE
characteristic,6,FALSE
characterized,6,FALSE
chateau,6,FALSE
chauchat,6,FALSE
chavez,6,FALSE
cheney,6,FALSE
chewy,6,FALSE
chinatown,6,FALSE
chipboard,6,FALSE
chipping,6,FALSE
chiropractor,6,FALSE
chirping,6,FALSE
chloe,6,FALSE
choreography,6,FALSE
chorizo,6,FALSE
chrissy,6,FALSE
christchurch,6,FALSE
chubby,6,FALSE
churn,6,FALSE
churros,6,FALSE
cia,6,FALSE
cinderella,6,FALSE
clafoutis,6,FALSE
clam,6,FALSE
clams,6,FALSE
clap,6,FALSE
clapton,6,FALSE
clare,6,FALSE
clarksville,6,FALSE
claus,6,FALSE
claw,6,FALSE
cleaners,6,FALSE
cleanup,6,FALSE
clifton,6,FALSE
clint,6,FALSE
clones,6,FALSE
clowns,6,FALSE
clubhouse,6,FALSE
clutches,6,FALSE
clutching,6,FALSE
co2,6,FALSE
coating,6,FALSE
cocky,6,FALSE
cohen,6,FALSE
coherent,6,FALSE
coined,6,FALSE
cola,6,FALSE
colder,6,FALSE
colds,6,FALSE
collectively,6,FALSE
collision,6,FALSE
colonies,6,FALSE
colony,6,FALSE
comet,6,FALSE
commemorative,6,FALSE
commissions,6,FALSE
commodity,6,FALSE
communion,6,FALSE
compilation,6,FALSE
compliant,6,FALSE
compounds,6,FALSE
compression,6,FALSE
comprised,6,FALSE
conceal,6,FALSE
conditioner,6,FALSE
condolences,6,FALSE
condors,6,FALSE
confectioners,6,FALSE
confessed,6,FALSE
confidential,6,FALSE
confined,6,FALSE
confinement,6,FALSE
conflicted,6,FALSE
conformity,6,FALSE
conjure,6,FALSE
conner,6,FALSE
connie,6,FALSE
conservatory,6,FALSE
consolation,6,FALSE
constituents,6,FALSE
constitutes,6,FALSE
construct,6,FALSE
contagion,6,FALSE
contempt,6,FALSE
contender,6,FALSE
contestant,6,FALSE
contingent,6,FALSE
contractions,6,FALSE
contrived,6,FALSE
conventions,6,FALSE
cooperate,6,FALSE
cooperated,6,FALSE
cooperative,6,FALSE
coordinating,6,FALSE
coors,6,FALSE
cords,6,FALSE
cornbread,6,FALSE
coronation,6,FALSE
coroner,6,FALSE
corral,6,FALSE
correctness,6,FALSE
correspond,6,FALSE
cosmo,6,FALSE
cosmos,6,FALSE
costco,6,FALSE
costing,6,FALSE
counsellor,6,FALSE
courageous,6,FALSE
courier,6,FALSE
couture,6,FALSE
cove,6,FALSE
cramped,6,FALSE
cramps,6,FALSE
crank,6,FALSE
crater,6,FALSE
cravings,6,FALSE
cray,6,FALSE
crazies,6,FALSE
creamer,6,FALSE
creatives,6,FALSE
creditors,6,FALSE
creed,6,FALSE
cringing,6,FALSE
critically,6,FALSE
critiques,6,FALSE
critters,6,FALSE
crocheted,6,FALSE
crusty,6,FALSE
crutches,6,FALSE
cta,6,FALSE
ctr,6,FALSE
culprit,6,FALSE
cultivate,6,FALSE
cumin,6,FALSE
curator,6,FALSE
curb,6,FALSE
cured,6,FALSE
curiously,6,FALSE
curved,6,FALSE
customized,6,FALSE
cuteness,6,FALSE
cutters,6,FALSE
cw,6,FALSE
cynicism,6,FALSE
cyrus,6,FALSE
d's,6,FALSE
dad’s,6,FALSE
daisies,6,FALSE
dalai,6,FALSE
damascus,6,FALSE
danielle,6,FALSE
dante,6,FALSE
dares,6,FALSE
daryl,6,FALSE
databases,6,FALSE
daughter’s,6,FALSE
dawkins,6,FALSE
dawned,6,FALSE
dealers,6,FALSE
dealership,6,FALSE
deborah,6,FALSE
deceptive,6,FALSE
decidedly,6,FALSE
declines,6,FALSE
declining,6,FALSE
decoration,6,FALSE
definitions,6,FALSE
deformed,6,FALSE
deities,6,FALSE
delaware,6,FALSE
delegate,6,FALSE
deliveries,6,FALSE
demoing,6,FALSE
demolition,6,FALSE
denmark,6,FALSE
denying,6,FALSE
departed,6,FALSE
depicted,6,FALSE
depiction,6,FALSE
deported,6,FALSE
deprived,6,FALSE
deserted,6,FALSE
deserts,6,FALSE
desirable,6,FALSE
detected,6,FALSE
developmental,6,FALSE
dialog,6,FALSE
diaz,6,FALSE
dicks,6,FALSE
dictates,6,FALSE
differentiate,6,FALSE
digits,6,FALSE
digress,6,FALSE
dill,6,FALSE
dimensionals,6,FALSE
diminish,6,FALSE
disappearance,6,FALSE
disastrous,6,FALSE
disclose,6,FALSE
disconnect,6,FALSE
discouragement,6,FALSE
discoveries,6,FALSE
discus,6,FALSE
dishonest,6,FALSE
dislikes,6,FALSE
dismay,6,FALSE
disrespectful,6,FALSE
disrupt,6,FALSE
dissertation,6,FALSE
dissolve,6,FALSE
dj's,6,FALSE
documentation,6,FALSE
dodd,6,FALSE
doubtful,6,FALSE
doubting,6,FALSE
doughnuts,6,FALSE
downey,6,FALSE
downloadable,6,FALSE
drags,6,FALSE
drastic,6,FALSE
dressage,6,FALSE
drift,6,FALSE
drills,6,FALSE
drinker,6,FALSE
drinkin,6,FALSE
drip,6,FALSE
drooling,6,FALSE
drought,6,FALSE
drupal,6,FALSE
dsl,6,FALSE
dubai,6,FALSE
dumping,6,FALSE
dunes,6,FALSE
durable,6,FALSE
durbin,6,FALSE
dustin,6,FALSE
dwn,6,FALSE
dwts,6,FALSE
dynasty,6,FALSE
ea,6,FALSE
earnest,6,FALSE
earns,6,FALSE
earth’s,6,FALSE
ecology,6,FALSE
economists,6,FALSE
edgy,6,FALSE
edinburgh,6,FALSE
edison,6,FALSE
edl,6,FALSE
effected,6,FALSE
effortlessly,6,FALSE
egregious,6,FALSE
electromagnetic,6,FALSE
elliott,6,FALSE
ellsworth,6,FALSE
embed,6,FALSE
embellishment,6,FALSE
emergencies,6,FALSE
emphasized,6,FALSE
enabling,6,FALSE
enacted,6,FALSE
enclosed,6,FALSE
encompasses,6,FALSE
endeavour,6,FALSE
endgame,6,FALSE
endlessly,6,FALSE
enduring,6,FALSE
enlarge,6,FALSE
enquiry,6,FALSE
enriched,6,FALSE
enslaved,6,FALSE
enthusiasts,6,FALSE
entirety,6,FALSE
entourage,6,FALSE
envious,6,FALSE
ephesians,6,FALSE
episcopal,6,FALSE
erases,6,FALSE
erection,6,FALSE
erratic,6,FALSE
escalator,6,FALSE
escapes,6,FALSE
espionage,6,FALSE
estates,6,FALSE
eternally,6,FALSE
ethiopian,6,FALSE
eucharist,6,FALSE
eventful,6,FALSE
ever-present,6,FALSE
everything's,6,FALSE
eviction,6,FALSE
evolutionary,6,FALSE
evolving,6,FALSE
ewww,6,FALSE
ex-wife,6,FALSE
examining,6,FALSE
exiting,6,FALSE
expedition,6,FALSE
experimentation,6,FALSE
experimented,6,FALSE
exploding,6,FALSE
exploit,6,FALSE
explored,6,FALSE
explorer,6,FALSE
exponentially,6,FALSE
exposes,6,FALSE
exposures,6,FALSE
expressive,6,FALSE
exterior,6,FALSE
eyebrow,6,FALSE
fairies,6,FALSE
fairview,6,FALSE
falafel,6,FALSE
falcon,6,FALSE
famed,6,FALSE
fanatics,6,FALSE
fanfic,6,FALSE
farmington,6,FALSE
fashions,6,FALSE
fatty,6,FALSE
fc,6,FALSE
fearful,6,FALSE
fearing,6,FALSE
feeder,6,FALSE
ferrari,6,FALSE
fibers,6,FALSE
fickle,6,FALSE
filler,6,FALSE
film’s,6,FALSE
filtering,6,FALSE
finalizing,6,FALSE
fingerprints,6,FALSE
fiu,6,FALSE
flashback,6,FALSE
flashlight,6,FALSE
fleece,6,FALSE
flicks,6,FALSE
flips,6,FALSE
fluids,6,FALSE
focal,6,FALSE
folds,6,FALSE
fondness,6,FALSE
fooled,6,FALSE
footprint,6,FALSE
foreman,6,FALSE
foreseeable,6,FALSE
forestry,6,FALSE
forests,6,FALSE
formulate,6,FALSE
forreal,6,FALSE
forsaken,6,FALSE
forwarded,6,FALSE
fragment,6,FALSE
frantic,6,FALSE
freebies,6,FALSE
freeing,6,FALSE
frightened,6,FALSE
fro,6,FALSE
frontier,6,FALSE
froze,6,FALSE
full-length,6,FALSE
fullness,6,FALSE
functionality,6,FALSE
furiously,6,FALSE
fuse,6,FALSE
gale,6,FALSE
galley,6,FALSE
gamble,6,FALSE
gangster,6,FALSE
gaps,6,FALSE
gardeners,6,FALSE
garland,6,FALSE
garrett,6,FALSE
garrison,6,FALSE
gasol,6,FALSE
gathers,6,FALSE
gatorade,6,FALSE
gators,6,FALSE
gauge,6,FALSE
gazebo,6,FALSE
gazed,6,FALSE
gdi,6,FALSE
gearbox,6,FALSE
gelato,6,FALSE
genes,6,FALSE
genetically,6,FALSE
genetics,6,FALSE
geneva,6,FALSE
genitals,6,TRUE
gents,6,FALSE
gervais,6,FALSE
ghostly,6,FALSE
giddy,6,FALSE
giggles,6,FALSE
gl,6,FALSE
glimpses,6,FALSE
gluten-free,6,FALSE
go-to,6,FALSE
goldwater,6,FALSE
golfing,6,FALSE
goodell,6,FALSE
goodman,6,FALSE
goodreads,6,FALSE
gospels,6,FALSE
gotchu,6,FALSE
goth,6,FALSE
gottlieb,6,FALSE
government's,6,FALSE
government’s,6,FALSE
grads,6,FALSE
grandkids,6,FALSE
grandmother's,6,FALSE
greasy,6,FALSE
greener,6,FALSE
grimes,6,FALSE
grips,6,FALSE
groom,6,FALSE
grooves,6,FALSE
growers,6,FALSE
growler,6,FALSE
grueling,6,FALSE
grunted,6,FALSE
gud,6,FALSE
guided,6,FALSE
guiding,6,FALSE
guise,6,FALSE
gw,6,FALSE
gwen,6,FALSE
h2o,6,FALSE
hairs,6,FALSE
hairy,6,FALSE
hallelujah,6,FALSE
hallways,6,FALSE
hammering,6,FALSE
handbook,6,FALSE
handyman,6,FALSE
hanged,6,FALSE
hanukkah,6,FALSE
hardened,6,FALSE
harmed,6,FALSE
harmless,6,FALSE
harp,6,FALSE
hassle,6,FALSE
hast,6,FALSE
hauling,6,FALSE
havin,6,FALSE
havoc,6,FALSE
hazelnut,6,FALSE
hazy,6,FALSE
heals,6,FALSE
heartbroken,6,FALSE
hearth,6,FALSE
heartland,6,FALSE
heath,6,FALSE
hector,6,FALSE
heidi,6,FALSE
heightened,6,FALSE
hem,6,FALSE
hemmed,6,FALSE
henri,6,FALSE
herring,6,FALSE
hershey,6,FALSE
heterosexual,6,FALSE
hicks,6,FALSE
hideous,6,FALSE
high-tech,6,FALSE
hilltop,6,FALSE
hinting,6,FALSE
hiphop,6,FALSE
hitch,6,FALSE
hittin,6,FALSE
hmmm,6,FALSE
hollie,6,FALSE
homebrew,6,FALSE
homeowner,6,FALSE
homey,6,FALSE
homo,6,FALSE
honduras,6,FALSE
honorable,6,FALSE
honorary,6,FALSE
honoured,6,FALSE
hotdog,6,FALSE
hott,6,FALSE
hover,6,FALSE
howdy,6,FALSE
howe,6,FALSE
html5,6,FALSE
hu,6,FALSE
hughes,6,FALSE
hulu,6,FALSE
hungover,6,FALSE
huntington,6,FALSE
huntsman,6,FALSE
hygiene,6,FALSE
hysterically,6,FALSE
icarly,6,FALSE
icelandic,6,FALSE
identification,6,FALSE
ight,6,FALSE
ihop,6,FALSE
illiterate,6,FALSE
illusions,6,FALSE
immediacy,6,FALSE
impatiently,6,FALSE
impeccable,6,FALSE
implants,6,FALSE
imposing,6,FALSE
impractical,6,FALSE
imprisonment,6,FALSE
in-depth,6,FALSE
incase,6,FALSE
incl,6,FALSE
inclination,6,FALSE
incoherent,6,FALSE
incubator,6,FALSE
indicating,6,FALSE
